Breed,Disease,Disorder,Recommended Recipes
dachshund,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dachshund,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dachshund,Cleft lip/palate,Inherited gastrointestinal disorders,"k/d kidney care wet dog food original can, adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag"
dachshund,Portosystemic shunt,Inherited gastrointestinal disorders,"k/d kidney care wet dog food original can, adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag"
dachshund,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
dachshund,Intervertebral disk disease,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
dachshund,Deafness,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dachshund,Idiopathic epilepsy,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dachshund,Intervertebral disk disease,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dachshund,acanthosis nigricans,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,colour dilution alopecia,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,Cutaneous asthenia (Ehlers-Danlos syndrome),Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,Demodicosis/ Demodectic mange,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,Follicular dysplasias,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,pattern baldness,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,sebaceous adenitis,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dachshund,seborrhea,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dalmatian,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
dalmatian,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Dermoids,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Ectropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Entropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Pannus - chronic superficial keratitis,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dalmatian,Atopy,Inherited immune disorders,"k/d kidney care wet dog food original can, k/d dog food, small & mini breed adult dog mousse with chicken"
dalmatian,Globoid cell leukodystrophy (galactocerebrosidosis),Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dalmatian,Laryngeal paralysis,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dalmatian,Deafness,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dalmatian,Peripheral neuropathies,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dalmatian,Spina bifida,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
dalmatian,Laryngeal paralysis,Inherited respiratory disorders,"t/d mini dog food, t/d dog food, oral care adult dry dog food with chicken"
dalmatian,Atopy,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dalmatian,Dalmatian bronzing syndrome,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dalmatian,Demodicosis/ Demodectic mange,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dalmatian,sebaceous adenitis,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
dandie dinmont terrier,Portosystemic shunt,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
dandie dinmont terrier,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
dandie dinmont terrier,Hyperadrenocorticism (Cushing's syndrome),Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
dandie dinmont terrier,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
dandie dinmont terrier,Portosystemic shunt,Inherited gastrointestinal disorders,"k/d kidney care wet dog food original can, adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag"
dandie dinmont terrier,Patellar luxation,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
dandie dinmont terrier,Intervertebral disk disease,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
dandie dinmont terrier,Intervertebral disk disease,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
doberman pinscher,Immune-mediated hemolytic anemia (IMHA),Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
doberman pinscher,von Willebrand's disease,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
doberman pinscher,Atrial septal defect (ASD),Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
doberman pinscher,Dilated cardiomyopathy,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
doberman pinscher,Familial kidney disease,Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
doberman pinscher,Diabetes mellitus,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
doberman pinscher,Hypothyroidism,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
doberman pinscher,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
doberman pinscher,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
doberman pinscher,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
doberman pinscher,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
